Elevator,Floor,Layout,Region,Renovation,Size,Year,Price
有电梯,16,4室2厅,朝阳,精装,177,2006,1590
,5,2室1厅,昌平,简装,103,1995,405
有电梯,12,1室1厅,东城,其他,50,1970,390
,18,3室2厅,平谷,其他,125,2016,328
,6,2室1厅,石景山,其他,59,1996,266
有电梯,10,3室2厅,房山,精装,132,2015,590
,6,2室1厅,海淀,简装,57,1997,516
,20,2室1厅,朝阳,简装,96,2008,610
,6,2室1厅,昌平,精装,86,2007,280
无电梯,6,3室2厅,丰台,简装,118,2002,620
,20,2室1厅,大兴,精装,91,2010,520
有电梯,21,2室1厅,昌平,其他,87,2012,393
,24,1室1厅,丰台,简装,65,2002,380
,5,2室1厅,海淀,精装,54,1980,486
无电梯,6,2室1厅,海淀,精装,61,1999,490
有电梯,13,3室1厅,海淀,精装,157,2004,1750
,16,2室1厅,海淀,精装,127,2003,1800
,12,2室1厅,大兴,简装,84,2009,330
无电梯,6,2室1厅,大兴,简装,78,1994,260
,19,2室1厅,石景山,其他,60,1985,322
,6,2室1厅,门头沟,简装,69,1980,229
无电梯,6,2室1厅,昌平,简装,89,2008,395
,6,3室2厅,房山,精装,154,2012,472
有电梯,9,2室1厅,海淀,简装,87,2005,768
无电梯,6,2室2厅,朝阳,精装,112,2004,535
,6,4室3厅,石景山,精装,143,2005,600
有电梯,26,4室1厅,丰台,简装,208,2000,1120
,12,3室2厅,房山,精装,135,2010,495
无电梯,6,3室2厅,东城,精装,110,2002,1130
,5,2室1厅,昌平,简装,83,1992,280
,3,1室1厅,东城,精装,51,1991,680
有电梯,18,2室1厅,丰台,精装,68,1992,430
,5,3室1厅,朝阳,简装,71,1984,475
,11,2室2厅,通州,精装,106,2006,450
,9,2室1厅,顺义,精装,91,2014,528
有电梯,25,1室1厅,丰台,简装,58,1990,365
,28,2室1厅,昌平,精装,90,2009,400
无电梯,6,2室1厅,海淀,精装,58,2000,370
有电梯,9,2室1厅,顺义,精装,92,2013,350
有电梯,12,1室1厅,亦庄开发区,精装,75,2005,285
有电梯,19,5室2厅,朝阳,精装,151,2009,1500
,6,2室1厅,朝阳,简装,63,1981,433
,6,1室1厅,昌平,其他,58,1994,330
无电梯,6,3室1厅,石景山,其他,75,1961,347
有电梯,15,2室1厅,大兴,简装,99,2007,520
,6,2室1厅,东城,其他,60,1988,528
,28,2室1厅,昌平,精装,89,2009,425
有电梯,26,5室2厅,朝阳,精装,168,2003,1050
,21,3室2厅,朝阳,精装,133,2008,860
,7,4室2厅,昌平,精装,193,2001,980
有电梯,14,3室1厅,朝阳,简装,132,2002,1170
无电梯,7,2室1厅,丰台,简装,68,2001,340
有电梯,11,3室1厅,丰台,精装,104,2003,510
有电梯,10,2室1厅,大兴,简装,98,2002,420
有电梯,18,2室1厅,门头沟,简装,58,1988,215
有电梯,20,2室1厅,海淀,精装,83,1999,625
有电梯,20,2室1厅,通州,精装,76,2011,315
,24,3室1厅,丰台,简装,89,1998,660
无电梯,4,3室2厅,昌平,简装,191,1997,760
无电梯,6,1室1厅,西城,简装,47,1995,499
,8,3室1厅,海淀,精装,95,2010,580
,24,2室1厅,石景山,其他,83,2001,500
有电梯,24,2室1厅,西城,精装,73,1991,913
,6,2室1厅,石景山,其他,62,1999,285
,9,3室2厅,海淀,精装,169,2000,1700
无电梯,6,3室2厅,海淀,简装,116,1998,680
有电梯,24,4室2厅,通州,精装,227,2010,1200
,25,3室1厅,大兴,精装,98,1996,320
,12,2室1厅,西城,精装,32,2005,450
,11,1室1厅,通州,精装,69,2009,320
有电梯,23,3室1厅,海淀,精装,152,1998,1350
有电梯,26,3室2厅,朝阳,精装,161,2004,1100
无电梯,7,1室1厅,西城,简装,49,1998,405
有电梯,16,1室1厅,东城,精装,120,2009,1060
无电梯,6,2室1厅,石景山,其他,66,1994,340
有电梯,7,4室2厅,海淀,精装,173,2010,1180
无电梯,6,2室1厅,海淀,其他,76,2000,535
有电梯,16,2室1厅,海淀,精装,65,1985,599
,3,5室3厅,顺义,毛坯,573,2013,3200
有电梯,18,1室1厅,丰台,其他,60,2013,328
,9,3室1厅,朝阳,精装,95,2011,650
有电梯,9,3室1厅,房山,精装,63,2012,430
,6,2室1厅,门头沟,简装,62,1993,255
有电梯,26,2室1厅,西城,精装,100,2004,1100
无电梯,6,2室1厅,海淀,精装,86,2000,1150
无电梯,6,2室1厅,昌平,简装,84,2000,310
有电梯,15,1室1厅,昌平,精装,63,2014,275
,32,1室0厅,朝阳,精装,59,2008,389
,6,2室2厅,昌平,简装,81,1996,320
,6,2室1厅,海淀,简装,61,1992,675
,6,2室1厅,海淀,精装,57,1994,520
无电梯,6,3室1厅,昌平,精装,128,1999,468
有电梯,24,4室1厅,大兴,其他,170,2014,819
,6,2室1厅,门头沟,其他,54,1980,205
无电梯,6,2室1厅,朝阳,简装,65,1995,423
,14,2室1厅,朝阳,精装,91,2008,735
无电梯,6,3室1厅,昌平,精装,100,2004,325
无电梯,6,2室1厅,丰台,精装,60,1993,335
有电梯,14,1室1厅,西城,精装,50,1989,750
有电梯,15,2室2厅,房山,精装,88,2012,325
有电梯,24,1室1厅,门头沟,精装,84,2003,330
无电梯,6,3室1厅,大兴,简装,97,1994,380
,9,3室1厅,西城,简装,80,1999,760
,4,4室2厅,顺义,其他,179,2004,717
,15,3室1厅,房山,精装,162,2013,810
有电梯,16,3室1厅,丰台,精装,122,2012,525
无电梯,6,2室1厅,通州,简装,60,1987,275
有电梯,23,1室1厅,东城,精装,73,2006,730
无电梯,6,1室1厅,西城,其他,50,1998,510
,12,2室1厅,东城,简装,61,1992,680
有电梯,18,1室1厅,丰台,简装,57,1998,305
,6,2室1厅,西城,简装,50,1980,549
有电梯,40,2室2厅,通州,精装,88,2011,479
有电梯,25,1室0厅,通州,简装,44,2005,247
有电梯,26,2室1厅,海淀,简装,117,2001,1020
有电梯,22,2室1厅,丰台,精装,106,2001,610
有电梯,11,2室2厅,昌平,精装,88,2011,495
无电梯,6,2室1厅,大兴,简装,80,1997,320
,28,1室1厅,朝阳,简装,66,2009,355
无电梯,6,3室2厅,通州,精装,142,2000,520
,11,3室1厅,朝阳,精装,121,2005,1300
有电梯,24,2室1厅,丰台,简装,96,2002,598
有电梯,18,2室2厅,海淀,精装,107,2007,1055
无电梯,6,3室2厅,昌平,精装,124,2009,488
无电梯,6,2室1厅,丰台,精装,49,1990,340
无电梯,7,2室1厅,房山,精装,90,2000,270
有电梯,24,3室2厅,朝阳,精装,142,2013,1220
无电梯,4,3室2厅,昌平,简装,251,2003,790
无电梯,6,2室2厅,大兴,精装,90,2000,409
无电梯,3,5室2厅,朝阳,毛坯,246,2002,2300
有电梯,22,4室2厅,朝阳,精装,229,2010,1848
无电梯,6,3室2厅,大兴,精装,124,2003,480
,16,2室2厅,房山,精装,84,2012,398
有电梯,17,3室2厅,顺义,简装,132,2005,565
有电梯,14,2室1厅,海淀,简装,114,2002,525
有电梯,21,2室1厅,东城,简装,95,2005,730
无电梯,6,3室2厅,房山,精装,99,1998,290
无电梯,7,2室2厅,昌平,精装,125,1996,355
无电梯,5,2室1厅,昌平,简装,50,1981,230
有电梯,10,1室1厅,房山,精装,73,2010,320
,6,3室1厅,昌平,简装,115,2000,460
无电梯,6,2室1厅,海淀,简装,59,1990,470
有电梯,27,1室0厅,东城,精装,59,2004,700
无电梯,4,2室1厅,海淀,简装,48,1970,648
无电梯,6,2室1厅,大兴,简装,84,1994,319
无电梯,5,2室1厅,石景山,简装,47,1975,218
无电梯,6,3室1厅,大兴,简装,83,1994,349
有电梯,23,3室1厅,丰台,精装,121,2002,700
无电梯,4,2室1厅,海淀,简装,48,1965,260
,11,1室1厅,房山,精装,70,2015,358
,9,3室1厅,房山,毛坯,88,2012,581
无电梯,6,3室1厅,西城,精装,89,1999,800
有电梯,18,2室1厅,通州,精装,89,2004,398
有电梯,16,3室2厅,丰台,精装,115,2008,780
无电梯,6,2室1厅,大兴,简装,83,2004,415
,6,3室1厅,海淀,精装,98,1996,935
,18,3室2厅,平谷,毛坯,136,2014,338
有电梯,19,3室1厅,东城,精装,167,2003,1480
有电梯,7,3室2厅,昌平,精装,128,2004,680
有电梯,24,3室1厅,丰台,其他,89,1997,700
无电梯,6,2室1厅,门头沟,简装,79,1993,248
有电梯,25,2室1厅,海淀,简装,164,2001,1150
有电梯,21,2室1厅,丰台,精装,81,2006,440
无电梯,7,4室2厅,西城,精装,210,2002,2470
,11,2室1厅,顺义,简装,96,2009,370
,14,1室1厅,海淀,简装,46,1987,380
有电梯,9,2室1厅,东城,精装,134,1996,1200
有电梯,14,2室1厅,门头沟,其他,99,2007,399
有电梯,19,2室1厅,石景山,其他,100,2006,820
,15,3室1厅,丰台,精装,95,2011,655
有电梯,14,2室1厅,石景山,其他,94,2001,485
无电梯,6,2室1厅,西城,其他,50,1983,590
,15,2室1厅,房山,简装,91,2007,315
有电梯,12,2室1厅,丰台,精装,107,2005,740
,6,3室2厅,昌平,精装,112,2000,430
无电梯,6,3室1厅,海淀,其他,76,1994,470
有电梯,28,1室0厅,昌平,精装,39,2009,228
有电梯,24,2室1厅,朝阳,简装,77,2000,420
,6,2室1厅,东城,简装,57,1990,580
,16,2室1厅,丰台,精装,90,2011,528
有电梯,24,2室2厅,朝阳,简装,80,2000,579
有电梯,12,3室2厅,大兴,精装,183,2010,850
有电梯,25,1室1厅,丰台,简装,72,2001,400
,15,2室1厅,房山,精装,88,2013,315
无电梯,6,3室2厅,昌平,精装,124,2007,468
无电梯,6,2室1厅,丰台,简装,79,1999,278
,6,2室1厅,海淀,精装,54,1991,610
无电梯,3,2室2厅,石景山,其他,96,1993,407
有电梯,7,3室1厅,海淀,精装,150,2010,1250
有电梯,16,2室1厅,西城,其他,57,1987,665
,6,4室2厅,昌平,精装,171,2001,586
,5,3室2厅,海淀,简装,100,2002,630
无电梯,6,2室2厅,顺义,其他,88,1998,280
无电梯,4,3室1厅,顺义,简装,135,2004,375
无电梯,6,3室2厅,朝阳,精装,134,2002,1160
,22,3室1厅,朝阳,精装,121,2010,1880
,6,1室1厅,西城,简装,43,1992,434.9
有电梯,11,4室2厅,朝阳,毛坯,174,2005,650
无电梯,5,3室2厅,房山,简装,113,2005,290
无电梯,6,2室1厅,丰台,简装,80,2000,380
有电梯,9,4室2厅,朝阳,精装,150,2007,980
有电梯,14,2室1厅,大兴,精装,46,2013,370
无电梯,7,2室1厅,大兴,简装,48,1996,200
有电梯,15,2室1厅,丰台,精装,116,2009,735
无电梯,6,2室1厅,通州,精装,90,2004,407
,6,1室1厅,朝阳,精装,53,1993,310
,8,3室2厅,顺义,毛坯,108,2015,290
有电梯,9,2室1厅,昌平,精装,89,2009,462
有电梯,22,3室1厅,丰台,简装,111,2002,650
有电梯,16,3室1厅,海淀,简装,81,1991,610
,18,2室1厅,海淀,简装,77,1996,730
无电梯,6,2室1厅,大兴,其他,61,1994,260
,12,4室2厅,房山,精装,142,2014,710
无电梯,6,2室1厅,丰台,其他,92,2002,440
有电梯,17,4室1厅,昌平,精装,162,2005,700
无电梯,6,3室1厅,东城,简装,78,1995,540
有电梯,11,4室2厅,海淀,精装,212,2002,2080
,6,3室1厅,房山,简装,105,2000,300
,11,2室1厅,大兴,精装,83,2008,420
,27,2室1厅,通州,简装,91,2012,470
,22,2室1厅,通州,精装,79,2009,245
无电梯,6,3室1厅,昌平,其他,115,2000,448
有电梯,12,2室1厅,大兴,精装,38,2013,285
有电梯,14,1室1厅,门头沟,精装,66,2007,279
,14,3室1厅,西城,简装,79,1992,910
有电梯,13,2室2厅,大兴,简装,83,2009,325
有电梯,6,3室1厅,昌平,其他,136,2013,640
有电梯,16,3室1厅,大兴,精装,59,2012,460
无电梯,6,3室1厅,海淀,精装,78,1995,555
有电梯,16,1室1厅,东城,简装,66,2001,430
有电梯,23,1室1厅,东城,精装,91,2009,566
有电梯,22,1室1厅,朝阳,简装,64,1998,370
有电梯,20,2室1厅,海淀,简装,86,1999,580
无电梯,6,2室1厅,丰台,简装,59,1990,357
无电梯,6,2室1厅,丰台,精装,62,1990,336
有电梯,6,3室2厅,亦庄开发区,毛坯,220,2005,980
有电梯,15,1室1厅,丰台,其他,52,2012,245
有电梯,7,3室2厅,顺义,其他,139,2006,685
,5,2室1厅,东城,简装,50,1982,725
无电梯,6,2室1厅,昌平,其他,105,2001,420
,28,1室1厅,昌平,其他,60,2013,270
有电梯,16,3室1厅,房山,简装,117,2007,360
有电梯,18,4室1厅,亦庄开发区,精装,148,2014,990
,27,2室2厅,朝阳,精装,111,2008,850
无电梯,6,2室1厅,通州,简装,66,1999,325
,29,2室1厅,丰台,精装,78,2005,455
无电梯,6,3室1厅,石景山,简装,61,1983,330
有电梯,24,4室2厅,大兴,其他,186,2010,1030
无电梯,7,3室1厅,昌平,其他,87,2004,465
有电梯,28,1室1厅,通州,简装,69,2009,370
,11,3室2厅,通州,其他,140,2004,640
有电梯,14,2室1厅,海淀,简装,65,1987,630
,29,2室2厅,朝阳,精装,102,2009,858
无电梯,6,2室1厅,海淀,简装,76,2004,568
有电梯,8,1室1厅,海淀,简装,48,2011,325
有电梯,24,2室2厅,丰台,简装,125,2002,750
有电梯,25,2室1厅,海淀,精装,99,2011,860
无电梯,4,4室3厅,顺义,简装,239,2001,980
有电梯,15,3室1厅,昌平,简装,87,2010,418
有电梯,24,2室1厅,丰台,精装,109,2000,680
,11,2室1厅,丰台,简装,127,2005,650
有电梯,15,1室1厅,大兴,精装,63,2008,290
无电梯,7,2室2厅,昌平,简装,97,2005,413
有电梯,17,2室1厅,丰台,简装,95,2002,496
无电梯,6,1室1厅,昌平,简装,45,1993,199
有电梯,28,2室2厅,通州,精装,105,2009,529
,23,3室1厅,朝阳,精装,133,2002,900
无电梯,6,1室1厅,房山,简装,76,2000,228
有电梯,10,3室1厅,海淀,精装,78,1993,750
有电梯,18,2室2厅,东城,简装,81,2005,830
,6,2室1厅,朝阳,精装,56,1990,428
,9,3室1厅,大兴,简装,87,2006,395
无电梯,7,2室2厅,昌平,精装,93,1998,349
有电梯,16,1室0厅,西城,简装,43,2003,399
有电梯,31,2室1厅,朝阳,精装,132,2005,1650
无电梯,6,2室1厅,朝阳,简装,57,1993,415
有电梯,25,3室2厅,海淀,简装,126,2002,1200
有电梯,24,2室1厅,丰台,精装,91,2008,400
,17,2室1厅,大兴,其他,84,2012,400
,26,1室0厅,西城,精装,24,2006,298
,6,3室1厅,海淀,精装,77,1989,772
,14,1室1厅,通州,简装,60,2006,340
有电梯,14,3室1厅,丰台,其他,95,2000,510
有电梯,14,3室1厅,东城,精装,116,2002,1180
,6,3室1厅,海淀,精装,76,1995,528
无电梯,6,3室1厅,东城,精装,84,2003,1220
有电梯,26,2室1厅,海淀,精装,98,2008,650
无电梯,6,3室1厅,房山,简装,95,2009,305
无电梯,6,2室1厅,海淀,精装,68,1998,445
有电梯,15,5室2厅,通州,简装,234,2009,680
,6,3室2厅,昌平,精装,132,2002,660
,20,2室1厅,西城,精装,52,2008,660
有电梯,12,2室1厅,西城,简装,50,2005,650
,16,3室2厅,大兴,精装,179,2016,1438
无电梯,5,3室2厅,顺义,简装,161,1998,695
有电梯,9,4室2厅,朝阳,精装,196,2007,1239
,13,4室1厅,昌平,毛坯,187,2001,650
有电梯,15,2室2厅,大兴,精装,134,2003,360
有电梯,19,2室2厅,丰台,简装,94,1999,470
无电梯,6,2室1厅,丰台,简装,62,1996,360
无电梯,7,2室1厅,房山,精装,100,2006,330
无电梯,6,2室2厅,昌平,简装,111,2001,377
,10,1室1厅,丰台,其他,64,2010,299
,5,2室1厅,昌平,精装,71,1998,355
无电梯,6,3室1厅,丰台,简装,91,1994,560
,5,2室1厅,石景山,其他,53,1981,251
无电梯,6,3室1厅,大兴,其他,87,1995,300
有电梯,6,3室2厅,丰台,其他,142,2008,840
,7,2室1厅,通州,简装,90,1989,407
有电梯,24,1室0厅,丰台,简装,33,2003,239
有电梯,6,2室1厅,海淀,精装,120,2001,1250
有电梯,22,1室2厅,东城,精装,61,2010,606
无电梯,6,2室1厅,石景山,其他,77,1995,360
有电梯,16,2室1厅,东城,精装,91,2004,735
有电梯,11,3室1厅,房山,精装,115,2009,390
有电梯,22,3室1厅,丰台,精装,132,2005,800
有电梯,7,1室0厅,大兴,其他,67,2005,300
无电梯,6,3室1厅,昌平,简装,118,2003,510
,6,3室1厅,朝阳,简装,70,1987,505
无电梯,6,2室2厅,丰台,简装,100,1999,530
,6,2室1厅,顺义,简装,77,1994,280
,10,2室0厅,西城,其他,28,2005,380
无电梯,6,2室1厅,丰台,精装,62,1994,350
,22,1室1厅,朝阳,精装,51,2004,380
,6,2室2厅,大兴,简装,87,2000,300
有电梯,16,2室1厅,朝阳,简装,60,1987,415
无电梯,5,2室1厅,西城,精装,47,1976,428
有电梯,20,1室1厅,海淀,简装,50,1990,450
,25,3室2厅,大兴,其他,135,2014,520
有电梯,18,3室1厅,丰台,其他,76,1993,530
,9,3室2厅,房山,精装,143,2004,500
有电梯,24,2室2厅,朝阳,精装,95,2006,860
,6,2室1厅,海淀,精装,49,1999,458
无电梯,6,2室1厅,东城,精装,54,1990,540
有电梯,21,3室2厅,丰台,简装,150,2002,947
,9,1室0厅,朝阳,简装,60,2008,442
,16,1室1厅,石景山,简装,63,2005,365
,12,2室1厅,西城,其他,69,1982,605
有电梯,22,2室2厅,丰台,精装,121,2004,618
有电梯,9,2室1厅,海淀,其他,112,2004,810
有电梯,15,2室1厅,丰台,简装,91,2006,520
有电梯,16,2室1厅,朝阳,简装,74,1996,438
有电梯,21,3室2厅,西城,其他,139,2003,1900
有电梯,14,2室2厅,房山,精装,93,2011,330
有电梯,24,1室1厅,西城,精装,87,2007,750
无电梯,6,2室1厅,石景山,其他,49,1982,260
无电梯,6,2室1厅,朝阳,简装,60,1996,290
,6,2室1厅,海淀,精装,118,1990,830
有电梯,26,2室1厅,朝阳,简装,107,2000,800
无电梯,6,2室1厅,昌平,其他,61,1992,329
无电梯,6,2室1厅,大兴,简装,71,2005,310
无电梯,6,3室1厅,西城,精装,72,1986,670
无电梯,6,2室1厅,西城,简装,60,1984,750
有电梯,15,3室1厅,东城,其他,108,2007,704
有电梯,8,2室1厅,昌平,精装,71,2012,540
有电梯,22,2室1厅,丰台,其他,98,2004,380
无电梯,6,3室1厅,石景山,简装,69,1986,310
,3,6室3厅,顺义,毛坯,341,2014,1950
,24,3室1厅,丰台,简装,99,1999,627
无电梯,6,3室1厅,丰台,简装,72,2002,365
有电梯,25,3室1厅,丰台,简装,126,1998,600
无电梯,5,2室1厅,西城,简装,48,1971,405
有电梯,14,2室1厅,房山,简装,83,2009,299
无电梯,6,2室1厅,昌平,精装,79,1995,380
有电梯,18,3室1厅,通州,精装,89,2013,420
,6,3室2厅,密云,精装,108,2004,260
,11,3室2厅,昌平,精装,112,2014,699
有电梯,16,3室1厅,顺义,其他,110,2010,360
,5,2室1厅,房山,简装,41,2005,208
,25,2室2厅,朝阳,精装,106,2003,675
有电梯,24,1室1厅,通州,简装,106,2005,399
,16,1室1厅,朝阳,简装,47,2007,320
有电梯,28,1室1厅,通州,精装,63,2002,315
有电梯,13,3室1厅,通州,精装,140,2005,660
有电梯,24,2室2厅,丰台,其他,129,2002,680
,2,3室2厅,东城,精装,103,1993,1350
有电梯,27,1室2厅,朝阳,精装,97,2001,650
,15,4室2厅,大兴,精装,189,2007,920
,6,2室2厅,大兴,简装,95,2003,305
有电梯,19,1室1厅,西城,精装,67,2003,1050
,27,1室1厅,西城,简装,61,2013,599
,21,2室1厅,大兴,简装,90,2011,530
,5,2室1厅,海淀,简装,52,1970,470
有电梯,26,3室3厅,东城,精装,303,2005,3600
有电梯,11,1室1厅,通州,精装,58,2004,290
,11,2室2厅,朝阳,简装,123,2003,799
无电梯,6,3室2厅,西城,简装,130,1997,970
,6,2室1厅,海淀,精装,54,1987,470
有电梯,21,1室1厅,东城,其他,62,2005,480
,14,2室1厅,朝阳,其他,95,2007,785
无电梯,6,1室1厅,海淀,精装,50,1994,368
无电梯,5,2室1厅,石景山,简装,59,1983,300
,6,2室1厅,大兴,简装,109,2003,360
有电梯,10,4室2厅,大兴,精装,159,2005,710
有电梯,15,1室0厅,东城,其他,44,2006,435
有电梯,24,2室2厅,通州,精装,89,2013,515
,6,3室1厅,大兴,精装,113,2012,339
无电梯,6,2室1厅,门头沟,精装,87,2005,306
,19,2室1厅,海淀,其他,75,1997,710
无电梯,5,2室1厅,朝阳,精装,47,1977,370
有电梯,15,1室1厅,亦庄开发区,简装,47,1999,330
,6,2室1厅,东城,简装,76,1994,650
,7,4室2厅,顺义,精装,209,2009,1280
,18,3室1厅,通州,精装,133,2011,850
,6,2室1厅,大兴,其他,81,1998,265
,9,2室1厅,昌平,简装,85,2012,359
,12,2室1厅,通州,精装,87,2004,419
,6,2室1厅,西城,精装,50,1979,750
有电梯,15,1室1厅,东城,精装,86,2009,850
无电梯,7,3室2厅,通州,其他,137,2002,570
有电梯,16,2室2厅,西城,精装,138,2005,1645
有电梯,12,1室1厅,海淀,精装,76,2005,760
,16,2室1厅,通州,精装,75,2014,265
无电梯,5,3室1厅,亦庄开发区,简装,121,1997,580
有电梯,11,3室1厅,大兴,简装,98,2008,520
有电梯,27,2室1厅,丰台,精装,65,1994,430
,11,1室1厅,通州,简装,75,2004,366
有电梯,12,4室1厅,海淀,简装,173,2004,1388
有电梯,21,3室2厅,丰台,精装,126,2000,750
有电梯,12,3室1厅,海淀,其他,81,1990,720
无电梯,6,2室2厅,丰台,精装,100,2003,590
无电梯,6,3室1厅,东城,简装,62,1989,750
有电梯,16,1室1厅,东城,其他,59,2004,570
有电梯,18,1室1厅,丰台,精装,59,2008,400
,24,1室0厅,西城,精装,41,2004,369
,5,3室2厅,房山,简装,107,2001,325
有电梯,18,3室2厅,顺义,精装,140,2014,540
有电梯,7,1室2厅,大兴,其他,69,2005,309
有电梯,16,3室1厅,西城,简装,127,1997,960
有电梯,31,2室2厅,东城,简装,143,2006,1650
,30,1室1厅,丰台,精装,74,2007,390
有电梯,23,3室1厅,昌平,简装,162,2000,490
,24,2室2厅,朝阳,简装,68,1998,270
无电梯,6,3室1厅,通州,简装,137,1996,480
有电梯,13,5室2厅,顺义,简装,227,2014,760
有电梯,18,4室2厅,大兴,其他,212,2014,725
有电梯,16,3室1厅,东城,其他,130,1999,1220
无电梯,6,2室2厅,大兴,精装,84,2004,395
有电梯,31,2室1厅,丰台,简装,96,1993,586
无电梯,6,2室1厅,朝阳,其他,54,1981,384
无电梯,5,3室1厅,海淀,精装,71,1981,490
,5,2室1厅,海淀,精装,99,1999,580
有电梯,22,2室2厅,朝阳,精装,99,2005,930
,15,2室2厅,昌平,精装,107,2013,395
有电梯,12,3室1厅,东城,简装,69,1980,520
有电梯,24,3室1厅,通州,精装,100,2012,499
有电梯,22,2室1厅,石景山,精装,77,1995,400
,5,2室2厅,顺义,精装,91,2009,415
有电梯,15,2室1厅,大兴,精装,91,2011,547
无电梯,7,2室1厅,西城,精装,54,1995,677
有电梯,25,3室1厅,丰台,精装,139,1990,810
,18,2室1厅,通州,精装,95,2006,415
有电梯,26,1室1厅,丰台,精装,47,2008,238
有电梯,9,3室1厅,海淀,精装,126,2008,1150
,11,2室1厅,大兴,其他,116,2005,520
,29,1室1厅,丰台,精装,70,2010,380
无电梯,6,2室2厅,丰台,简装,87,1990,395
有电梯,12,2室1厅,东城,精装,69,2004,810
,27,3室2厅,朝阳,精装,115,2006,735
无电梯,6,2室1厅,西城,简装,58,1984,600
,19,3室1厅,朝阳,精装,124,1998,665
,6,3室2厅,房山,简装,109,2001,330
有电梯,9,1室0厅,海淀,精装,49,2012,398
有电梯,21,1室1厅,海淀,精装,106,1997,760
无电梯,6,2室2厅,大兴,简装,97,1999,409
,20,2室1厅,海淀,简装,65,1989,540
有电梯,15,3室0厅,西城,其他,156,2005,1330
无电梯,6,6室2厅,海淀,其他,217,1998,1300
,6,2室2厅,大兴,简装,116,2001,340
,6,3室1厅,昌平,精装,124,2001,355
,11,2室1厅,朝阳,简装,84,2003,735
无电梯,6,3室1厅,朝阳,简装,80,1991,719
无电梯,6,2室1厅,丰台,精装,54,1993,360
,6,1室1厅,昌平,简装,65,2003,270
有电梯,16,2室1厅,大兴,精装,41,2012,330
有电梯,9,2室1厅,大兴,其他,86,2009,480
有电梯,28,2室1厅,通州,精装,96,2002,418
,31,2室2厅,东城,精装,145,2006,1680
,15,1室1厅,朝阳,简装,55,2006,438
,20,2室1厅,朝阳,精装,141,2005,1250
有电梯,28,2室1厅,昌平,精装,91,2012,400
无电梯,6,3室1厅,大兴,简装,80,1997,350
有电梯,12,4室2厅,顺义,简装,186,2003,688
有电梯,9,1室0厅,海淀,简装,45,2004,680
,7,2室1厅,昌平,精装,114,2001,450
无电梯,6,2室1厅,丰台,精装,62,1990,336
,6,2室1厅,亦庄开发区,简装,88,2003,435
有电梯,17,2室1厅,朝阳,精装,66,2012,620
,21,2室1厅,朝阳,其他,50,1989,403
有电梯,15,3室1厅,房山,简装,118,2007,410
,6,2室1厅,东城,简装,73,2002,798
,28,2室1厅,西城,精装,102,2003,850
有电梯,18,3室1厅,房山,精装,89,2014,400
,6,3室2厅,昌平,简装,139,1998,430
有电梯,9,4室2厅,昌平,精装,142,2010,924
有电梯,11,1室1厅,通州,精装,75,2004,366
无电梯,6,4室2厅,丰台,简装,133,2000,510
无电梯,6,2室1厅,石景山,简装,84,1998,400
有电梯,28,4室2厅,昌平,精装,140,2012,550
无电梯,6,2室1厅,西城,精装,51,1985,460
无电梯,5,1室1厅,朝阳,简装,36,1967,320
,4,3室1厅,西城,简装,84,1956,888
有电梯,29,4室2厅,丰台,精装,197,2002,1100
有电梯,12,1室1厅,海淀,其他,72,2002,720
,18,2室2厅,海淀,精装,87,2001,643
有电梯,22,2室1厅,朝阳,精装,91,2006,565
,25,3室1厅,朝阳,简装,179,2002,820
有电梯,18,3室1厅,亦庄开发区,精装,89,2013,530
无电梯,7,2室1厅,大兴,简装,73,1997,330
有电梯,32,2室1厅,通州,毛坯,104,2008,495
有电梯,21,3室1厅,丰台,简装,127,2000,725
,15,2室1厅,朝阳,精装,94,2008,529
有电梯,13,2室2厅,房山,简装,104,2002,310
有电梯,6,4室2厅,通州,毛坯,260,2014,950
无电梯,4,4室2厅,亦庄开发区,精装,213,2002,1250
无电梯,6,3室2厅,通州,精装,113,1998,510
,5,2室1厅,海淀,精装,76,1986,440
有电梯,11,6室2厅,顺义,其他,172,2011,900
,6,2室1厅,顺义,简装,66,1995,272
有电梯,16,1室1厅,东城,简装,44,1993,582
无电梯,6,2室2厅,房山,精装,92,2009,288
无电梯,6,4室2厅,大兴,简装,177,2002,650
有电梯,16,2室1厅,丰台,简装,100,2000,470
,17,2室1厅,大兴,精装,70,2013,260
,6,3室2厅,朝阳,精装,122,2005,560
有电梯,15,2室1厅,海淀,其他,67,2003,490
无电梯,6,4室2厅,门头沟,精装,204,2006,650
无电梯,6,2室1厅,海淀,简装,58,1993,435
有电梯,22,1室1厅,东城,其他,63,2004,572
无电梯,6,1室1厅,朝阳,精装,43,1994,275
,6,2室1厅,海淀,精装,91,2011,678
无电梯,6,2室1厅,海淀,精装,104,2004,630
无电梯,6,5室2厅,门头沟,简装,164,1997,590
无电梯,6,2室1厅,亦庄开发区,精装,66,2003,260
,28,2室1厅,丰台,简装,105,2006,550
有电梯,21,1室1厅,东城,精装,63,2004,550
无电梯,15,3室2厅,大兴,精装,146,2004,510
,22,2室1厅,丰台,简装,91,2001,480
无电梯,7,1室1厅,西城,精装,63,1999,850
有电梯,11,1室1厅,西城,其他,88,2008,1417
,5,3室1厅,海淀,简装,130,2001,910
无电梯,6,3室2厅,昌平,精装,154,2003,550
,29,3室1厅,丰台,精装,115,2004,655
